experiment_id,episode_id,seed,opponent,crop,crop_allocation,starting_money,final_money,profit,revenue,seed_cost,other_direct_cost,harvest_units,harvest_events,sold_units,unsold_units,avg_realized_price,tile_days,revenue_per_tile_day,productive_actions,movement_actions,market_actions,revenue_per_action,first_harvest_day,last_harvest_day,capital_locked,land_used,win,money_margin,validation_overall,condition
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60000,60000,pass,WHEAT,0.5,3000.0,7355.0,4355.0,2845.1132,880,,81,81,78,3,36.4758,165,17.2431,509,196,225,3.9515,2,29,880,2,1,4355.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60000,60000,pass,CARROT,0.5,3000.0,7355.0,4355.0,4069.8868,1680,,72,72,70,2,58.1412,161,25.2788,509,196,225,5.6526,2,29,1680,2,1,4355.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60001,60001,pass,WHEAT,0.5,3000.0,5685.0,2685.0,2957.0143,880,,81,81,78,3,37.9104,165,17.9213,509,196,225,4.107,2,29,880,2,1,2685.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60001,60001,pass,CARROT,0.5,3000.0,5685.0,2685.0,2287.9857,1680,,72,72,70,2,32.6855,161,14.2111,509,196,225,3.1778,2,29,1680,2,1,2685.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60002,60002,pass,WHEAT,0.5,3000.0,6065.0,3065.0,2316.6296,880,,81,81,78,3,29.7004,165,14.0402,509,196,225,3.2175,2,29,880,2,1,3065.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60002,60002,pass,CARROT,0.5,3000.0,6065.0,3065.0,3308.3704,1680,,72,72,70,2,47.2624,161,20.5489,509,196,225,4.595,2,29,1680,2,1,3065.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60003,60003,pass,WHEAT,0.5,3000.0,4684.0,1684.0,2116.2511,880,,81,81,78,3,27.1314,165,12.8258,509,196,225,2.9392,2,29,880,2,1,1684.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60003,60003,pass,CARROT,0.5,3000.0,4684.0,1684.0,2127.7489,1680,,72,72,70,2,30.3964,161,13.2158,509,196,225,2.9552,2,29,1680,2,1,1684.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60004,60004,pass,WHEAT,0.5,3000.0,5710.0,2710.0,2748.1141,880,,81,81,78,3,35.2322,165,16.6552,509,196,225,3.8168,2,29,880,2,1,2710.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60004,60004,pass,CARROT,0.5,3000.0,5710.0,2710.0,2521.8859,1680,,72,72,70,2,36.0269,161,15.6639,509,196,225,3.5026,2,29,1680,2,1,2710.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60005,60005,pass,WHEAT,0.5,3000.0,6456.0,3456.0,2636.5117,880,,81,81,78,3,33.8014,165,15.9789,509,196,225,3.6618,2,29,880,2,1,3456.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60005,60005,pass,CARROT,0.5,3000.0,6456.0,3456.0,3379.4883,1680,,72,72,70,2,48.2784,161,20.9906,509,196,225,4.6937,2,29,1680,2,1,3456.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60006,60006,pass,WHEAT,0.5,3000.0,6188.0,3188.0,2723.6082,880,,81,81,78,3,34.9181,165,16.5067,509,196,225,3.7828,2,29,880,2,1,3188.0,PASS,combo_50_50
combo_WHEAT_CARROT_50_50_vs_pass,combo_WHEAT_CARROT_50_50_vs_pass_seed60006,60006,pass,CARROT,0.5,3000.0,6188.0,3188.0,3024.3918,1680,,72,72,70,2,43.2056,161,18.785,509,196,225,4.2005,2,29,1680,2,1,3188.0,PASS,combo_50_50
